image_id,image_path,device_type,field_name,field_label,manual_value,quality_tags
ENG-0134,data/images/ENG-0134.jpg,桥吊,yard_gate,堆场口,YARD-E8,noise
ENG-0134,data/images/ENG-0134.jpg,桥吊,work_area,作业区域,C-09,noise
ENG-0134,data/images/ENG-0134.jpg,桥吊,equipment_status,设备状态,待检,noise
ENG-0134,data/images/ENG-0134.jpg,桥吊,date,日期,2026-06-15,noise
ENG-0135,data/images/ENG-0135.jpg,龙门吊,qc_id,桥吊编号,QC-26,compression
ENG-0135,data/images/ENG-0135.jpg,龙门吊,rtg_id,龙门吊编号,RTG-22,compression
ENG-0135,data/images/ENG-0135.jpg,龙门吊,yard_gate,堆场口,YARD-B3,compression
ENG-0135,data/images/ENG-0135.jpg,龙门吊,work_area,作业区域,C-28,compression
ENG-0135,data/images/ENG-0135.jpg,龙门吊,equipment_status,设备状态,正常,compression
ENG-0135,data/images/ENG-0135.jpg,龙门吊,date,日期,2026-06-16,compression
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,qc_id,桥吊编号,QC-08,
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-22,
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,yard_gate,堆场口,YARD-G5,
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,work_area,作业区域,D-02,
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,equipment_status,设备状态,待检,
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,date,日期,2026-06-17,
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,qc_id,桥吊编号,QC-24,tilt
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-26,tilt
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,yard_gate,堆场口,YARD-H4,tilt
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,work_area,作业区域,B-02,tilt
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,equipment_status,设备状态,维修中,tilt
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,date,日期,2026-06-18,tilt
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,qc_id,桥吊编号,QC-33,noise|small_font
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-19,noise|small_font
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,yard_gate,堆场口,YARD-E5,noise|small_font
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,work_area,作业区域,B-30,noise|small_font
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,equipment_status,设备状态,停用,noise|small_font
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,date,日期,2026-06-19,noise|small_font
ENG-0139,data/images/ENG-0139.jpg,桥吊,qc_id,桥吊编号,QC-23,low_light
ENG-0139,data/images/ENG-0139.jpg,桥吊,rtg_id,龙门吊编号,RTG-14,low_light
ENG-0139,data/images/ENG-0139.jpg,桥吊,yard_gate,堆场口,YARD-C1,low_light
ENG-0139,data/images/ENG-0139.jpg,桥吊,work_area,作业区域,C-21,low_light
ENG-0139,data/images/ENG-0139.jpg,桥吊,equipment_status,设备状态,正常,low_light
ENG-0139,data/images/ENG-0139.jpg,桥吊,date,日期,2026-06-20,low_light
ENG-0140,data/images/ENG-0140.jpg,龙门吊,qc_id,桥吊编号,QC-36,complex_bg|low_light|noise
ENG-0140,data/images/ENG-0140.jpg,龙门吊,rtg_id,龙门吊编号,RTG-19,complex_bg|low_light|noise
ENG-0140,data/images/ENG-0140.jpg,龙门吊,yard_gate,堆场口,YARD-F4,complex_bg|low_light|noise
ENG-0140,data/images/ENG-0140.jpg,龙门吊,work_area,作业区域,C-02,complex_bg|low_light|noise
ENG-0140,data/images/ENG-0140.jpg,龙门吊,equipment_status,设备状态,维修中,complex_bg|low_light|noise
ENG-0140,data/images/ENG-0140.jpg,龙门吊,date,日期,2026-06-21,complex_bg|low_light|noise
ENG-0141,data/images/ENG-0141.jpg,龙门吊,qc_id,桥吊编号,QC-25,occlusion
ENG-0141,data/images/ENG-0141.jpg,龙门吊,rtg_id,龙门吊编号,RTG-16,occlusion
ENG-0141,data/images/ENG-0141.jpg,龙门吊,yard_gate,堆场口,YARD-G9,occlusion
ENG-0141,data/images/ENG-0141.jpg,龙门吊,work_area,作业区域,D-29,occlusion
ENG-0141,data/images/ENG-0141.jpg,龙门吊,equipment_status,设备状态,待检,occlusion
ENG-0141,data/images/ENG-0141.jpg,龙门吊,date,日期,2026-06-22,occlusion
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,qc_id,桥吊编号,QC-02,
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-19,
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,yard_gate,堆场口,YARD-E3,
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,work_area,作业区域,A-26,
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,equipment_status,设备状态,停用,
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,date,日期,2026-06-23,
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,qc_id,桥吊编号,QC-20,blur
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-23,blur
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,yard_gate,堆场口,YARD-B6,blur
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,work_area,作业区域,C-04,blur
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,equipment_status,设备状态,待检,blur
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,date,日期,2026-06-24,blur
ENG-0144,data/images/ENG-0144.jpg,龙门吊,qc_id,桥吊编号,QC-25,noise|small_font
ENG-0144,data/images/ENG-0144.jpg,龙门吊,rtg_id,龙门吊编号,RTG-18,noise|small_font
ENG-0144,data/images/ENG-0144.jpg,龙门吊,yard_gate,堆场口,YARD-C8,noise|small_font
ENG-0144,data/images/ENG-0144.jpg,龙门吊,work_area,作业区域,B-15,noise|small_font
ENG-0144,data/images/ENG-0144.jpg,龙门吊,equipment_status,设备状态,待检,noise|small_font
ENG-0144,data/images/ENG-0144.jpg,龙门吊,date,日期,2026-06-25,noise|small_font
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,qc_id,桥吊编号,QC-23,noise|tilt
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-09,noise|tilt
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,yard_gate,堆场口,YARD-H5,noise|tilt
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,work_area,作业区域,B-19,noise|tilt
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,equipment_status,设备状态,维修中,noise|tilt
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,date,日期,2026-06-26,noise|tilt
ENG-0146,data/images/ENG-0146.jpg,龙门吊,qc_id,桥吊编号,QC-15,blur
ENG-0146,data/images/ENG-0146.jpg,龙门吊,rtg_id,龙门吊编号,RTG-16,blur
ENG-0146,data/images/ENG-0146.jpg,龙门吊,yard_gate,堆场口,YARD-A1,blur
ENG-0146,data/images/ENG-0146.jpg,龙门吊,work_area,作业区域,B-08,blur
ENG-0146,data/images/ENG-0146.jpg,龙门吊,equipment_status,设备状态,停用,blur
ENG-0146,data/images/ENG-0146.jpg,龙门吊,date,日期,2026-06-27,blur
ENG-0147,data/images/ENG-0147.jpg,龙门吊,qc_id,桥吊编号,QC-07,noise|small_font
ENG-0147,data/images/ENG-0147.jpg,龙门吊,rtg_id,龙门吊编号,RTG-09,noise|small_font
ENG-0147,data/images/ENG-0147.jpg,龙门吊,yard_gate,堆场口,YARD-E4,noise|small_font
ENG-0147,data/images/ENG-0147.jpg,龙门吊,work_area,作业区域,D-08,noise|small_font
ENG-0147,data/images/ENG-0147.jpg,龙门吊,equipment_status,设备状态,停用,noise|small_font
ENG-0147,data/images/ENG-0147.jpg,龙门吊,date,日期,2026-06-28,noise|small_font
ENG-0148,data/images/ENG-0148.jpg,龙门吊,qc_id,桥吊编号,QC-25,compression
ENG-0148,data/images/ENG-0148.jpg,龙门吊,rtg_id,龙门吊编号,RTG-02,compression
ENG-0148,data/images/ENG-0148.jpg,龙门吊,yard_gate,堆场口,YARD-H3,compression
ENG-0148,data/images/ENG-0148.jpg,龙门吊,work_area,作业区域,A-05,compression
ENG-0148,data/images/ENG-0148.jpg,龙门吊,equipment_status,设备状态,维修中,compression
ENG-0148,data/images/ENG-0148.jpg,龙门吊,date,日期,2026-06-29,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,qc_id,桥吊编号,QC-22,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,rtg_id,龙门吊编号,RTG-23,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,yard_gate,堆场口,YARD-E7,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,work_area,作业区域,D-13,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,equipment_status,设备状态,待检,compression
ENG-0149,data/images/ENG-0149.jpg,堆场口,date,日期,2026-06-30,compression
ENG-0150,data/images/ENG-0150.jpg,桥吊,qc_id,桥吊编号,QC-22,occlusion|noise
ENG-0150,data/images/ENG-0150.jpg,桥吊,rtg_id,龙门吊编号,RTG-22,occlusion|noise
ENG-0150,data/images/ENG-0150.jpg,桥吊,yard_gate,堆场口,YARD-H3,occlusion|noise
ENG-0150,data/images/ENG-0150.jpg,桥吊,work_area,作业区域,A-14,occlusion|noise
ENG-0150,data/images/ENG-0150.jpg,桥吊,equipment_status,设备状态,维修中,occlusion|noise
ENG-0150,data/images/ENG-0150.jpg,桥吊,date,日期,2026-06-01,occlusion|noise
ENG-0151,data/images/ENG-0151.jpg,堆场口,qc_id,桥吊编号,QC-04,small_font|compression
ENG-0151,data/images/ENG-0151.jpg,堆场口,rtg_id,龙门吊编号,RTG-16,small_font|compression
ENG-0151,data/images/ENG-0151.jpg,堆场口,yard_gate,堆场口,YARD-A8,small_font|compression
ENG-0151,data/images/ENG-0151.jpg,堆场口,work_area,作业区域,D-21,small_font|compression
ENG-0151,data/images/ENG-0151.jpg,堆场口,equipment_status,设备状态,维修中,small_font|compression
ENG-0151,data/images/ENG-0151.jpg,堆场口,date,日期,2026-06-02,small_font|compression
ENG-0152,data/images/ENG-0152.jpg,龙门吊,qc_id,桥吊编号,QC-03,small_font
ENG-0152,data/images/ENG-0152.jpg,龙门吊,rtg_id,龙门吊编号,RTG-08,small_font
ENG-0152,data/images/ENG-0152.jpg,龙门吊,yard_gate,堆场口,YARD-A2,small_font
ENG-0152,data/images/ENG-0152.jpg,龙门吊,work_area,作业区域,D-16,small_font
ENG-0152,data/images/ENG-0152.jpg,龙门吊,equipment_status,设备状态,正常,small_font
ENG-0152,data/images/ENG-0152.jpg,龙门吊,date,日期,2026-06-03,small_font
ENG-0153,data/images/ENG-0153.jpg,堆场口,qc_id,桥吊编号,QC-06,
ENG-0153,data/images/ENG-0153.jpg,堆场口,rtg_id,龙门吊编号,RTG-15,
ENG-0153,data/images/ENG-0153.jpg,堆场口,yard_gate,堆场口,YARD-C1,
ENG-0153,data/images/ENG-0153.jpg,堆场口,work_area,作业区域,B-24,
ENG-0153,data/images/ENG-0153.jpg,堆场口,equipment_status,设备状态,停用,
ENG-0153,data/images/ENG-0153.jpg,堆场口,date,日期,2026-06-04,
ENG-0154,data/images/ENG-0154.jpg,堆场口,qc_id,桥吊编号,QC-16,complex_bg|small_font|blur
ENG-0154,data/images/ENG-0154.jpg,堆场口,rtg_id,龙门吊编号,RTG-05,complex_bg|small_font|blur
ENG-0154,data/images/ENG-0154.jpg,堆场口,yard_gate,堆场口,YARD-B9,complex_bg|small_font|blur
ENG-0154,data/images/ENG-0154.jpg,堆场口,work_area,作业区域,B-22,complex_bg|small_font|blur
ENG-0154,data/images/ENG-0154.jpg,堆场口,equipment_status,设备状态,停用,complex_bg|small_font|blur
ENG-0154,data/images/ENG-0154.jpg,堆场口,date,日期,2026-06-05,complex_bg|small_font|blur
ENG-0155,data/images/ENG-0155.jpg,堆场口,qc_id,桥吊编号,QC-03,
ENG-0155,data/images/ENG-0155.jpg,堆场口,rtg_id,龙门吊编号,RTG-15,
ENG-0155,data/images/ENG-0155.jpg,堆场口,yard_gate,堆场口,YARD-H4,
ENG-0155,data/images/ENG-0155.jpg,堆场口,work_area,作业区域,B-12,
ENG-0155,data/images/ENG-0155.jpg,堆场口,equipment_status,设备状态,正常,
ENG-0155,data/images/ENG-0155.jpg,堆场口,date,日期,2026-06-06,
ENG-0156,data/images/ENG-0156.jpg,桥吊,qc_id,桥吊编号,QC-14,
ENG-0156,data/images/ENG-0156.jpg,桥吊,rtg_id,龙门吊编号,RTG-14,
ENG-0156,data/images/ENG-0156.jpg,桥吊,yard_gate,堆场口,YARD-A9,
ENG-0156,data/images/ENG-0156.jpg,桥吊,work_area,作业区域,C-12,
ENG-0156,data/images/ENG-0156.jpg,桥吊,equipment_status,设备状态,待检,
ENG-0156,data/images/ENG-0156.jpg,桥吊,date,日期,2026-06-07,
ENG-0157,data/images/ENG-0157.jpg,堆场口,qc_id,桥吊编号,QC-19,noise|tilt
ENG-0157,data/images/ENG-0157.jpg,堆场口,rtg_id,龙门吊编号,RTG-12,noise|tilt
ENG-0157,data/images/ENG-0157.jpg,堆场口,yard_gate,堆场口,YARD-F2,noise|tilt
ENG-0157,data/images/ENG-0157.jpg,堆场口,work_area,作业区域,D-03,noise|tilt
ENG-0157,data/images/ENG-0157.jpg,堆场口,equipment_status,设备状态,维修中,noise|tilt
ENG-0157,data/images/ENG-0157.jpg,堆场口,date,日期,2026-06-08,noise|tilt
ENG-0158,data/images/ENG-0158.jpg,龙门吊,qc_id,桥吊编号,QC-06,noise|small_font
ENG-0158,data/images/ENG-0158.jpg,龙门吊,rtg_id,龙门吊编号,RTG-11,noise|small_font
ENG-0158,data/images/ENG-0158.jpg,龙门吊,yard_gate,堆场口,YARD-A6,noise|small_font
ENG-0158,data/images/ENG-0158.jpg,龙门吊,work_area,作业区域,C-07,noise|small_font
ENG-0158,data/images/ENG-0158.jpg,龙门吊,equipment_status,设备状态,待检,noise|small_font
ENG-0158,data/images/ENG-0158.jpg,龙门吊,date,日期,2026-06-09,noise|small_font
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,qc_id,桥吊编号,QC-10,occlusion|low_light|complex_bg
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-15,occlusion|low_light|complex_bg
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,yard_gate,堆场口,YARD-E9,occlusion|low_light|complex_bg
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,work_area,作业区域,A-17,occlusion|low_light|complex_bg
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,equipment_status,设备状态,维修中,occlusion|low_light|complex_bg
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,date,日期,2026-06-10,occlusion|low_light|complex_bg
ENG-0160,data/images/ENG-0160.jpg,龙门吊,qc_id,桥吊编号,QC-02,
ENG-0160,data/images/ENG-0160.jpg,龙门吊,rtg_id,龙门吊编号,RTG-05,
ENG-0160,data/images/ENG-0160.jpg,龙门吊,yard_gate,堆场口,YARD-E6,
ENG-0160,data/images/ENG-0160.jpg,龙门吊,work_area,作业区域,A-27,
ENG-0160,data/images/ENG-0160.jpg,龙门吊,equipment_status,设备状态,待检,
ENG-0160,data/images/ENG-0160.jpg,龙门吊,date,日期,2026-06-11,
ENG-0161,data/images/ENG-0161.jpg,龙门吊,qc_id,桥吊编号,QC-36,occlusion
ENG-0161,data/images/ENG-0161.jpg,龙门吊,rtg_id,龙门吊编号,RTG-14,occlusion
ENG-0161,data/images/ENG-0161.jpg,龙门吊,yard_gate,堆场口,YARD-D7,occlusion
ENG-0161,data/images/ENG-0161.jpg,龙门吊,work_area,作业区域,C-15,occlusion
ENG-0161,data/images/ENG-0161.jpg,龙门吊,equipment_status,设备状态,待检,occlusion
ENG-0161,data/images/ENG-0161.jpg,龙门吊,date,日期,2026-06-12,occlusion
ENG-0162,data/images/ENG-0162.jpg,桥吊,qc_id,桥吊编号,QC-19,noise
ENG-0162,data/images/ENG-0162.jpg,桥吊,rtg_id,龙门吊编号,RTG-01,noise
ENG-0162,data/images/ENG-0162.jpg,桥吊,yard_gate,堆场口,YARD-F7,noise
ENG-0162,data/images/ENG-0162.jpg,桥吊,work_area,作业区域,C-24,noise
ENG-0162,data/images/ENG-0162.jpg,桥吊,equipment_status,设备状态,维修中,noise
ENG-0162,data/images/ENG-0162.jpg,桥吊,date,日期,2026-06-13,noise
ENG-0163,data/images/ENG-0163.jpg,堆场口,qc_id,桥吊编号,QC-24,
ENG-0163,data/images/ENG-0163.jpg,堆场口,rtg_id,龙门吊编号,RTG-09,
ENG-0163,data/images/ENG-0163.jpg,堆场口,yard_gate,堆场口,YARD-F5,
ENG-0163,data/images/ENG-0163.jpg,堆场口,work_area,作业区域,B-16,
ENG-0163,data/images/ENG-0163.jpg,堆场口,equipment_status,设备状态,停用,
ENG-0163,data/images/ENG-0163.jpg,堆场口,date,日期,2026-06-14,
ENG-0164,data/images/ENG-0164.jpg,桥吊,qc_id,桥吊编号,QC-03,small_font
ENG-0164,data/images/ENG-0164.jpg,桥吊,rtg_id,龙门吊编号,RTG-23,small_font
ENG-0164,data/images/ENG-0164.jpg,桥吊,yard_gate,堆场口,YARD-D7,small_font
ENG-0164,data/images/ENG-0164.jpg,桥吊,work_area,作业区域,A-24,small_font
ENG-0164,data/images/ENG-0164.jpg,桥吊,equipment_status,设备状态,待检,small_font
ENG-0164,data/images/ENG-0164.jpg,桥吊,date,日期,2026-06-15,small_font
ENG-0165,data/images/ENG-0165.jpg,龙门吊,qc_id,桥吊编号,QC-15,compression|complex_bg|low_light
ENG-0165,data/images/ENG-0165.jpg,龙门吊,rtg_id,龙门吊编号,RTG-14,compression|complex_bg|low_light
ENG-0165,data/images/ENG-0165.jpg,龙门吊,yard_gate,堆场口,YARD-H4,compression|complex_bg|low_light
ENG-0165,data/images/ENG-0165.jpg,龙门吊,work_area,作业区域,D-15,compression|complex_bg|low_light
ENG-0165,data/images/ENG-0165.jpg,龙门吊,equipment_status,设备状态,待检,compression|complex_bg|low_light
ENG-0165,data/images/ENG-0165.jpg,龙门吊,date,日期,2026-06-16,compression|complex_bg|low_light
ENG-0166,data/images/ENG-0166.jpg,堆场口,qc_id,桥吊编号,QC-32,low_light|complex_bg
ENG-0166,data/images/ENG-0166.jpg,堆场口,rtg_id,龙门吊编号,RTG-19,low_light|complex_bg
ENG-0166,data/images/ENG-0166.jpg,堆场口,yard_gate,堆场口,YARD-A7,low_light|complex_bg
ENG-0166,data/images/ENG-0166.jpg,堆场口,work_area,作业区域,B-12,low_light|complex_bg
ENG-0166,data/images/ENG-0166.jpg,堆场口,equipment_status,设备状态,正常,low_light|complex_bg
ENG-0166,data/images/ENG-0166.jpg,堆场口,date,日期,2026-06-17,low_light|complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,qc_id,桥吊编号,QC-28,complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,rtg_id,龙门吊编号,RTG-17,complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,yard_gate,堆场口,YARD-A8,complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,work_area,作业区域,A-13,complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,equipment_status,设备状态,停用,complex_bg
ENG-0167,data/images/ENG-0167.jpg,桥吊,date,日期,2026-06-18,complex_bg
ENG-0168,data/images/ENG-0168.jpg,龙门吊,qc_id,桥吊编号,QC-29,small_font|occlusion
ENG-0168,data/images/ENG-0168.jpg,龙门吊,rtg_id,龙门吊编号,RTG-01,small_font|occlusion
ENG-0168,data/images/ENG-0168.jpg,龙门吊,yard_gate,堆场口,YARD-C6,small_font|occlusion
ENG-0168,data/images/ENG-0168.jpg,龙门吊,work_area,作业区域,D-14,small_font|occlusion
ENG-0168,data/images/ENG-0168.jpg,龙门吊,equipment_status,设备状态,停用,small_font|occlusion
ENG-0168,data/images/ENG-0168.jpg,龙门吊,date,日期,2026-06-19,small_font|occlusion
ENG-0169,data/images/ENG-0169.jpg,龙门吊,qc_id,桥吊编号,QC-05,complex_bg|blur
ENG-0169,data/images/ENG-0169.jpg,龙门吊,rtg_id,龙门吊编号,RTG-12,complex_bg|blur
ENG-0169,data/images/ENG-0169.jpg,龙门吊,yard_gate,堆场口,YARD-C1,complex_bg|blur
ENG-0169,data/images/ENG-0169.jpg,龙门吊,work_area,作业区域,D-13,complex_bg|blur
ENG-0169,data/images/ENG-0169.jpg,龙门吊,equipment_status,设备状态,正常,complex_bg|blur
ENG-0169,data/images/ENG-0169.jpg,龙门吊,date,日期,2026-06-20,complex_bg|blur
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,qc_id,桥吊编号,QC-18,
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-25,
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,yard_gate,堆场口,YARD-A6,
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,work_area,作业区域,A-17,
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,equipment_status,设备状态,停用,
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,date,日期,2026-06-21,
ENG-0171,data/images/ENG-0171.jpg,龙门吊,qc_id,桥吊编号,QC-05,noise
ENG-0171,data/images/ENG-0171.jpg,龙门吊,rtg_id,龙门吊编号,RTG-19,noise
ENG-0171,data/images/ENG-0171.jpg,龙门吊,yard_gate,堆场口,YARD-H4,noise
ENG-0171,data/images/ENG-0171.jpg,龙门吊,work_area,作业区域,B-10,noise
ENG-0171,data/images/ENG-0171.jpg,龙门吊,equipment_status,设备状态,停用,noise
ENG-0171,data/images/ENG-0171.jpg,龙门吊,date,日期,2026-06-22,noise
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,qc_id,桥吊编号,QC-18,occlusion|tilt
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-15,occlusion|tilt
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,yard_gate,堆场口,YARD-G8,occlusion|tilt
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,work_area,作业区域,B-19,occlusion|tilt
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,equipment_status,设备状态,维修中,occlusion|tilt
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,date,日期,2026-06-23,occlusion|tilt
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,qc_id,桥吊编号,QC-18,noise|blur
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-23,noise|blur
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,yard_gate,堆场口,YARD-A7,noise|blur
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,work_area,作业区域,A-13,noise|blur
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,equipment_status,设备状态,停用,noise|blur
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,date,日期,2026-06-24,noise|blur
ENG-0174,data/images/ENG-0174.jpg,堆场口,qc_id,桥吊编号,QC-19,small_font|low_light
ENG-0174,data/images/ENG-0174.jpg,堆场口,rtg_id,龙门吊编号,RTG-07,small_font|low_light
ENG-0174,data/images/ENG-0174.jpg,堆场口,yard_gate,堆场口,YARD-E7,small_font|low_light
ENG-0174,data/images/ENG-0174.jpg,堆场口,work_area,作业区域,A-27,small_font|low_light
ENG-0174,data/images/ENG-0174.jpg,堆场口,equipment_status,设备状态,维修中,small_font|low_light
ENG-0174,data/images/ENG-0174.jpg,堆场口,date,日期,2026-06-25,small_font|low_light
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,qc_id,桥吊编号,QC-24,occlusion
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-22,occlusion
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,yard_gate,堆场口,YARD-E6,occlusion
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,work_area,作业区域,C-09,occlusion
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,equipment_status,设备状态,停用,occlusion
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,date,日期,2026-06-26,occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,qc_id,桥吊编号,QC-25,compression|occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,rtg_id,龙门吊编号,RTG-13,compression|occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,yard_gate,堆场口,YARD-F4,compression|occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,work_area,作业区域,A-13,compression|occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,equipment_status,设备状态,停用,compression|occlusion
ENG-0176,data/images/ENG-0176.jpg,堆场口,date,日期,2026-06-27,compression|occlusion
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,qc_id,桥吊编号,QC-28,
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-01,
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,yard_gate,堆场口,YARD-F8,
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,work_area,作业区域,C-24,
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,equipment_status,设备状态,正常,
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,date,日期,2026-06-28,
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,qc_id,桥吊编号,QC-02,tilt
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-28,tilt
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,yard_gate,堆场口,YARD-G3,tilt
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,work_area,作业区域,D-09,tilt
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,equipment_status,设备状态,正常,tilt
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,date,日期,2026-06-29,tilt
ENG-0179,data/images/ENG-0179.jpg,桥吊,qc_id,桥吊编号,QC-15,tilt|occlusion
ENG-0179,data/images/ENG-0179.jpg,桥吊,rtg_id,龙门吊编号,RTG-13,tilt|occlusion
ENG-0179,data/images/ENG-0179.jpg,桥吊,yard_gate,堆场口,YARD-F3,tilt|occlusion
ENG-0179,data/images/ENG-0179.jpg,桥吊,work_area,作业区域,A-05,tilt|occlusion
ENG-0179,data/images/ENG-0179.jpg,桥吊,equipment_status,设备状态,维修中,tilt|occlusion
ENG-0179,data/images/ENG-0179.jpg,桥吊,date,日期,2026-06-30,tilt|occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,qc_id,桥吊编号,QC-06,occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,rtg_id,龙门吊编号,RTG-04,occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,yard_gate,堆场口,YARD-F3,occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,work_area,作业区域,C-06,occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,equipment_status,设备状态,维修中,occlusion
ENG-0180,data/images/ENG-0180.jpg,龙门吊,date,日期,2026-06-01,occlusion
ENG-0181,data/images/ENG-0181.jpg,堆场口,qc_id,桥吊编号,QC-20,blur
ENG-0181,data/images/ENG-0181.jpg,堆场口,rtg_id,龙门吊编号,RTG-01,blur
ENG-0181,data/images/ENG-0181.jpg,堆场口,yard_gate,堆场口,YARD-E9,blur
ENG-0181,data/images/ENG-0181.jpg,堆场口,work_area,作业区域,A-06,blur
